timestamp_s,FL_hip_q_real,FL_hip_q_ref,FL_hip_dq_real,FL_hip_error,FL_knee_q_real,FL_knee_q_ref,FL_knee_dq_real,FL_knee_error,FR_hip_q_real,FR_hip_q_ref,FR_hip_dq_real,FR_hip_error,FR_knee_q_real,FR_knee_q_ref,FR_knee_dq_real,FR_knee_error,BR_hip_q_real,BR_hip_q_ref,BR_hip_dq_real,BR_hip_error,BR_knee_q_real,BR_knee_q_ref,BR_knee_dq_real,BR_knee_error,BL_hip_q_real,BL_hip_q_ref,BL_hip_dq_real,BL_hip_error,BL_knee_q_real,BL_knee_q_ref,BL_knee_dq_real,BL_knee_error
0.020000,1.033561,1.044095,0.121525,0.010533,-1.770905,-1.770879,0.000310,0.000026,0.736668,0.726784,-0.113930,-0.009884,-1.770278,-1.770879,-0.006931,-0.000600,1.036963,1.044095,0.082207,0.007132,-1.772339,-1.770879,0.016779,0.001460,0.733909,0.726784,-0.082307,-0.007125,-1.772651,-1.770879,0.020327,0.001773
0.022000,1.033772,1.044095,0.119095,0.010323,-1.770905,-1.770879,0.000303,0.000026,0.736471,0.726784,-0.111652,-0.009686,-1.770290,-1.770879,-0.006792,-0.000588,1.037105,1.044095,0.080562,0.006989,-1.772310,-1.770879,0.016443,0.001431,0.733766,0.726784,-0.080661,-0.006982,-1.772616,-1.770879,0.019921,0.001737
0.024000,1.033978,1.044095,0.116713,0.010116,-1.770904,-1.770879,0.000297,0.000025,0.736277,0.726784,-0.109419,-0.009493,-1.770302,-1.770879,-0.006656,-0.000576,1.037245,1.044095,0.078951,0.006849,-1.772281,-1.770879,0.016114,0.001402,0.733626,0.726784,-0.079047,-0.006842,-1.772581,-1.770879,0.019523,0.001703
0.026000,1.034181,1.044095,0.114378,0.009914,-1.770904,-1.770879,0.000291,0.000025,0.736087,0.726784,-0.107230,-0.009303,-1.770314,-1.770879,-0.006523,-0.000565,1.037382,1.044095,0.077372,0.006713,-1.772253,-1.770879,0.015791,0.001375,0.733489,0.726784,-0.077466,-0.006705,-1.772548,-1.770879,0.019133,0.001669
0.028000,1.034379,1.044095,0.112091,0.009716,-1.770903,-1.770879,0.000286,0.000024,0.735901,0.726784,-0.105085,-0.009117,-1.770325,-1.770879,-0.006393,-0.000554,1.037516,1.044095,0.075824,0.006579,-1.772226,-1.770879,0.015475,0.001347,0.733355,0.726784,-0.075916,-0.006571,-1.772514,-1.770879,0.018751,0.001636
0.030000,1.034573,1.044095,0.109849,0.009522,-1.770903,-1.770879,0.000280,0.000024,0.735719,0.726784,-0.102984,-0.008935,-1.770336,-1.770879,-0.006265,-0.000543,1.037647,1.044095,0.074307,0.006447,-1.772199,-1.770879,0.015165,0.001320,0.733223,0.726784,-0.074397,-0.006439,-1.772482,-1.770879,0.018376,0.001603
0.032000,1.034763,1.044095,0.107652,0.009331,-1.770902,-1.770879,0.000274,0.000023,0.735541,0.726784,-0.100924,-0.008757,-1.770347,-1.770879,-0.006140,-0.000532,1.037776,1.044095,0.072821,0.006318,-1.772173,-1.770879,0.014861,0.001294,0.733095,0.726784,-0.072909,-0.006310,-1.772450,-1.770879,0.018009,0.001571
0.034000,1.034950,1.044095,0.105499,0.009145,-1.770902,-1.770879,0.000269,0.000023,0.735366,0.726784,-0.098905,-0.008582,-1.770358,-1.770879,-0.006017,-0.000521,1.037903,1.044095,0.071364,0.006192,-1.772147,-1.770879,0.014564,0.001268,0.732968,0.726784,-0.071450,-0.006184,-1.772419,-1.770879,0.017649,0.001540
0.036000,1.035133,1.044095,0.103389,0.008962,-1.770901,-1.770879,0.000263,0.000022,0.735194,0.726784,-0.096927,-0.008410,-1.770368,-1.770879,-0.005896,-0.000511,1.038026,1.044095,0.069936,0.006068,-1.772122,-1.770879,0.014272,0.001243,0.732844,0.726784,-0.070021,-0.006060,-1.772388,-1.770879,0.017296,0.001510
0.038000,1.035312,1.044095,0.101321,0.008782,-1.770901,-1.770879,0.000258,0.000022,0.735026,0.726784,-0.094989,-0.008242,-1.770378,-1.770879,-0.005779,-0.000500,1.038147,1.044095,0.068537,0.005947,-1.772097,-1.770879,0.013987,0.001218,0.732723,0.726784,-0.068620,-0.005939,-1.772358,-1.770879,0.016951,0.001480
0.040000,1.035488,1.044095,0.099295,0.008607,-1.770900,-1.770879,0.000253,0.000022,0.734862,0.726784,-0.093089,-0.008078,-1.770388,-1.770879,-0.005663,-0.000490,1.038266,1.044095,0.067167,0.005828,-1.772073,-1.770879,0.013707,0.001194,0.732604,0.726784,-0.067248,-0.005820,-1.772329,-1.770879,0.016612,0.001450
0.042000,1.035660,1.044095,0.097309,0.008435,-1.770900,-1.770879,0.000248,0.000021,0.734700,0.726784,-0.091227,-0.007916,-1.770398,-1.770879,-0.005550,-0.000481,1.038383,1.044095,0.065823,0.005712,-1.772049,-1.770879,0.013432,0.001170,0.732487,0.726784,-0.065903,-0.005703,-1.772300,-1.770879,0.016280,0.001421
0.044000,1.035829,1.044095,0.095363,0.008266,-1.770899,-1.770879,0.000243,0.000021,0.734542,0.726784,-0.089403,-0.007758,-1.770408,-1.770879,-0.005439,-0.000471,1.038497,1.044095,0.064506,0.005598,-1.772026,-1.770879,0.013164,0.001147,0.732373,0.726784,-0.064584,-0.005589,-1.772272,-1.770879,0.015954,0.001393
0.046000,1.035994,1.044095,0.093455,0.008101,-1.770899,-1.770879,0.000238,0.000020,0.734387,0.726784,-0.087615,-0.007603,-1.770417,-1.770879,-0.005330,-0.000462,1.038609,1.044095,0.063216,0.005486,-1.772003,-1.770879,0.012900,0.001124,0.732261,0.726784,-0.063293,-0.005477,-1.772244,-1.770879,0.015636,0.001366
0.048000,1.036156,1.044095,0.091586,0.007939,-1.770899,-1.770879,0.000233,0.000020,0.734235,0.726784,-0.085862,-0.007451,-1.770426,-1.770879,-0.005223,-0.000452,1.038718,1.044095,0.061952,0.005376,-1.771981,-1.770879,0.012642,0.001102,0.732152,0.726784,-0.062027,-0.005367,-1.772217,-1.770879,0.015323,0.001339
0.050000,1.036315,1.044095,0.089755,0.007780,-1.770898,-1.770879,0.000229,0.000019,0.734087,0.726784,-0.084145,-0.007303,-1.770435,-1.770879,-0.005119,-0.000443,1.038826,1.044095,0.060713,0.005269,-1.771959,-1.770879,0.012389,0.001080,0.732044,0.726784,-0.060786,-0.005260,-1.772191,-1.770879,0.015016,0.001312
0.052000,1.036470,1.044095,0.087959,0.007624,-1.770898,-1.770879,0.000224,0.000019,0.733941,0.726784,-0.082462,-0.007157,-1.770444,-1.770879,-0.005017,-0.000434,1.038931,1.044095,0.059499,0.005164,-1.771937,-1.770879,0.012142,0.001059,0.731939,0.726784,-0.059570,-0.005155,-1.772165,-1.770879,0.014716,0.001286
0.054000,1.036623,1.044095,0.086200,0.007472,-1.770897,-1.770879,0.000220,0.000019,0.733798,0.726784,-0.080813,-0.007014,-1.770453,-1.770879,-0.004916,-0.000426,1.039034,1.044095,0.058309,0.005061,-1.771916,-1.770879,0.011899,0.001037,0.731835,0.726784,-0.058379,-0.005051,-1.772139,-1.770879,0.014422,0.001260
0.056000,1.036772,1.044095,0.084476,0.007323,-1.770897,-1.770879,0.000215,0.000018,0.733658,0.726784,-0.079197,-0.006874,-1.770462,-1.770879,-0.004818,-0.000417,1.039135,1.044095,0.057143,0.004960,-1.771895,-1.770879,0.011661,0.001017,0.731734,0.726784,-0.057211,-0.004950,-1.772114,-1.770879,0.014133,0.001235
0.058000,1.036918,1.044095,0.082787,0.007176,-1.770897,-1.770879,0.000211,0.000018,0.733521,0.726784,-0.077613,-0.006736,-1.770470,-1.770879,-0.004722,-0.000409,1.039234,1.044095,0.056000,0.004861,-1.771875,-1.770879,0.011428,0.000997,0.731635,0.726784,-0.056067,-0.004851,-1.772090,-1.770879,0.013851,0.001211
0.060000,1.037062,1.044095,0.081131,0.007033,-1.770896,-1.770879,0.000207,0.000018,0.733386,0.726784,-0.076060,-0.006602,-1.770478,-1.770879,-0.004627,-0.000401,1.039331,1.044095,0.054880,0.004764,-1.771855,-1.770879,0.011199,0.000977,0.731538,0.726784,-0.054946,-0.004754,-1.772066,-1.770879,0.013573,0.001187
0.062000,1.037203,1.044095,0.079508,0.006892,-1.770896,-1.770879,0.000202,0.000017,0.733254,0.726784,-0.074539,-0.006470,-1.770486,-1.770879,-0.004535,-0.000393,1.039426,1.044095,0.053782,0.004668,-1.771836,-1.770879,0.010976,0.000957,0.731443,0.726784,-0.053847,-0.004659,-1.772042,-1.770879,0.013302,0.001163
0.064000,1.037340,1.044095,0.077918,0.006754,-1.770895,-1.770879,0.000198,0.000017,0.733125,0.726784,-0.073048,-0.006341,-1.770494,-1.770879,-0.004444,-0.000385,1.039519,1.044095,0.052707,0.004575,-1.771817,-1.770879,0.010756,0.000938,0.731349,0.726784,-0.052770,-0.004565,-1.772019,-1.770879,0.013036,0.001140
0.066000,1.037475,1.044095,0.076360,0.006619,-1.770895,-1.770879,0.000194,0.000017,0.732998,0.726784,-0.071587,-0.006214,-1.770502,-1.770879,-0.004355,-0.000377,1.039611,1.044095,0.051653,0.004484,-1.771798,-1.770879,0.010541,0.000920,0.731258,0.726784,-0.051715,-0.004474,-1.771996,-1.770879,0.012775,0.001118
0.068000,1.037608,1.044095,0.074833,0.006487,-1.770895,-1.770879,0.000191,0.000016,0.732874,0.726784,-0.070156,-0.006090,-1.770509,-1.770879,-0.004268,-0.000369,1.039700,1.044095,0.050620,0.004394,-1.771780,-1.770879,0.010331,0.000901,0.731168,0.726784,-0.050681,-0.004384,-1.771974,-1.770879,0.012519,0.001096
0.070000,1.037738,1.044095,0.073336,0.006357,-1.770894,-1.770879,0.000187,0.000016,0.732753,0.726784,-0.068753,-0.005969,-1.770517,-1.770879,-0.004183,-0.000362,1.039788,1.044095,0.049608,0.004307,-1.771762,-1.770879,0.010124,0.000884,0.731080,0.726784,-0.049667,-0.004296,-1.771953,-1.770879,0.012269,0.001074
0.072000,1.037865,1.044095,0.071869,0.006230,-1.770894,-1.770879,0.000183,0.000016,0.732633,0.726784,-0.067378,-0.005849,-1.770524,-1.770879,-0.004099,-0.000355,1.039874,1.044095,0.048616,0.004221,-1.771745,-1.770879,0.009922,0.000866,0.730994,0.726784,-0.048674,-0.004210,-1.771931,-1.770879,0.012023,0.001053
0.074000,1.037989,1.044095,0.070432,0.006105,-1.770894,-1.770879,0.000179,0.000015,0.732517,0.726784,-0.066030,-0.005733,-1.770531,-1.770879,-0.004017,-0.000348,1.039958,1.044095,0.047644,0.004136,-1.771727,-1.770879,0.009724,0.000849,0.730910,0.726784,-0.047701,-0.004126,-1.771910,-1.770879,0.011782,0.001032
0.076000,1.038111,1.044095,0.069023,0.005983,-1.770894,-1.770879,0.000176,0.000015,0.732402,0.726784,-0.064709,-0.005618,-1.770538,-1.770879,-0.003937,-0.000341,1.040041,1.044095,0.046691,0.004054,-1.771711,-1.770879,0.009529,0.000832,0.730827,0.726784,-0.046747,-0.004043,-1.771890,-1.770879,0.011547,0.001011
0.078000,1.038231,1.044095,0.067643,0.005864,-1.770893,-1.770879,0.000172,0.000015,0.732290,0.726784,-0.063415,-0.005506,-1.770545,-1.770879,-0.003858,-0.000334,1.040122,1.044095,0.045757,0.003973,-1.771694,-1.770879,0.009339,0.000815,0.730746,0.726784,-0.045812,-0.003962,-1.771870,-1.770879,0.011316,0.000991
0.080000,1.038348,1.044095,0.066290,0.005746,-1.770893,-1.770879,0.000169,0.000014,0.732180,0.726784,-0.062147,-0.005396,-1.770551,-1.770879,-0.003781,-0.000327,1.040201,1.044095,0.044842,0.003893,-1.771678,-1.770879,0.009153,0.000799,0.730667,0.726784,-0.044896,-0.003883,-1.771850,-1.770879,0.011089,0.000972
0.082000,1.038463,1.044095,0.064964,0.005632,-1.770893,-1.770879,0.000165,0.000014,0.732072,0.726784,-0.060904,-0.005288,-1.770558,-1.770879,-0.003705,-0.000321,1.040279,1.044095,0.043946,0.003816,-1.771662,-1.770879,0.008970,0.000783,0.730589,0.726784,-0.043998,-0.003805,-1.771831,-1.770879,0.010867,0.000953
0.084000,1.038576,1.044095,0.063665,0.005519,-1.770892,-1.770879,0.000162,0.000014,0.731967,0.726784,-0.059686,-0.005183,-1.770564,-1.770879,-0.003631,-0.000314,1.040355,1.044095,0.043067,0.003740,-1.771646,-1.770879,0.008790,0.000768,0.730513,0.726784,-0.043118,-0.003729,-1.771812,-1.770879,0.010650,0.000934
0.086000,1.038686,1.044095,0.062391,0.005409,-1.770892,-1.770879,0.000159,0.000013,0.731863,0.726784,-0.058492,-0.005079,-1.770571,-1.770879,-0.003559,-0.000308,1.040430,1.044095,0.042206,0.003665,-1.771631,-1.770879,0.008615,0.000753,0.730438,0.726784,-0.042256,-0.003654,-1.771794,-1.770879,0.010436,0.000915
0.088000,1.038794,1.044095,0.061143,0.005300,-1.770892,-1.770879,0.000156,0.000013,0.731762,0.726784,-0.057322,-0.004978,-1.770577,-1.770879,-0.003488,-0.000302,1.040503,1.044095,0.041362,0.003592,-1.771616,-1.770879,0.008443,0.000738,0.730365,0.726784,-0.041411,-0.003581,-1.771776,-1.770879,0.010228,0.000897
0.090000,1.038900,1.044095,0.059921,0.005194,-1.770892,-1.770879,0.000153,0.000013,0.731663,0.726784,-0.056176,-0.004879,-1.770583,-1.770879,-0.003418,-0.000296,1.040575,1.044095,0.040535,0.003520,-1.771602,-1.770879,0.008274,0.000723,0.730293,0.726784,-0.040583,-0.003509,-1.771758,-1.770879,0.010023,0.000879
0.092000,1.039004,1.044095,0.058722,0.005091,-1.770891,-1.770879,0.000150,0.000013,0.731565,0.726784,-0.055053,-0.004781,-1.770589,-1.770879,-0.003350,-0.000290,1.040645,1.044095,0.039724,0.003450,-1.771587,-1.770879,0.008109,0.000709,0.730223,0.726784,-0.039772,-0.003439,-1.771741,-1.770879,0.009822,0.000862
0.094000,1.039106,1.044095,0.057548,0.004989,-1.770891,-1.770879,0.000147,0.000012,0.731470,0.726784,-0.053951,-0.004686,-1.770595,-1.770879,-0.003283,-0.000284,1.040714,1.044095,0.038930,0.003381,-1.771573,-1.770879,0.007947,0.000695,0.730154,0.726784,-0.038976,-0.003370,-1.771724,-1.770879,0.009626,0.000845
0.096000,1.039206,1.044095,0.056397,0.004889,-1.770891,-1.770879,0.000144,0.000012,0.731376,0.726784,-0.052872,-0.004592,-1.770600,-1.770879,-0.003217,-0.000278,1.040781,1.044095,0.038151,0.003313,-1.771559,-1.770879,0.007788,0.000681,0.730086,0.726784,-0.038197,-0.003302,-1.771707,-1.770879,0.009433,0.000828
0.098000,1.039303,1.044095,0.055269,0.004791,-1.770890,-1.770879,0.000141,0.000012,0.731285,0.726784,-0.051815,-0.004501,-1.770606,-1.770879,-0.003153,-0.000273,1.040847,1.044095,0.037388,0.003247,-1.771546,-1.770879,0.007632,0.000667,0.730020,0.726784,-0.037433,-0.003236,-1.771691,-1.770879,0.009244,0.000812
0.100000,1.039399,1.044095,0.054163,0.004695,-1.770890,-1.770879,0.000138,0.000012,0.731195,0.726784,-0.050779,-0.004411,-1.770611,-1.770879,-0.003090,-0.000267,1.040912,1.044095,0.036641,0.003183,-1.771533,-1.770879,0.007480,0.000654,0.729955,0.726784,-0.036684,-0.003171,-1.771675,-1.770879,0.009059,0.000796
0.102000,1.039493,1.044095,0.053080,0.004602,-1.770890,-1.770879,0.000135,0.000011,0.731107,0.726784,-0.049763,-0.004323,-1.770617,-1.770879,-0.003028,-0.000262,1.040976,1.044095,0.035908,0.003119,-1.771520,-1.770879,0.007330,0.000641,0.729891,0.726784,-0.035951,-0.003107,-1.771659,-1.770879,0.008878,0.000780
0.104000,1.039585,1.044095,0.052019,0.004510,-1.770890,-1.770879,0.000132,0.000011,0.731021,0.726784,-0.048768,-0.004237,-1.770622,-1.770879,-0.002967,-0.000257,1.041038,1.044095,0.035190,0.003057,-1.771507,-1.770879,0.007184,0.000628,0.729829,0.726784,-0.035232,-0.003045,-1.771644,-1.770879,0.008701,0.000765
0.106000,1.039675,1.044095,0.050978,0.004419,-1.770890,-1.770879,0.000130,0.000011,0.730936,0.726784,-0.047793,-0.004152,-1.770627,-1.770879,-0.002908,-0.000252,1.041099,1.044095,0.034486,0.002996,-1.771495,-1.770879,0.007040,0.000616,0.729768,0.726784,-0.034527,-0.002984,-1.771628,-1.770879,0.008527,0.000750
0.108000,1.039764,1.044095,0.049959,0.004331,-1.770889,-1.770879,0.000127,0.000011,0.730853,0.726784,-0.046837,-0.004069,-1.770632,-1.770879,-0.002850,-0.000246,1.041159,1.044095,0.033796,0.002936,-1.771482,-1.770879,0.006899,0.000604,0.729708,0.726784,-0.033836,-0.002924,-1.771614,-1.770879,0.008356,0.000735
0.110000,1.039850,1.044095,0.048959,0.004244,-1.770889,-1.770879,0.000125,0.000010,0.730772,0.726784,-0.045900,-0.003988,-1.770637,-1.770879,-0.002793,-0.000242,1.041217,1.044095,0.033120,0.002877,-1.771470,-1.770879,0.006761,0.000592,0.729650,0.726784,-0.033160,-0.002865,-1.771599,-1.770879,0.008189,0.000721
0.112000,1.039935,1.044095,0.047980,0.004160,-1.770889,-1.770879,0.000122,0.000010,0.730693,0.726784,-0.044982,-0.003908,-1.770642,-1.770879,-0.002737,-0.000237,1.041275,1.044095,0.032458,0.002820,-1.771459,-1.770879,0.006626,0.000580,0.729592,0.726784,-0.032497,-0.002808,-1.771585,-1.770879,0.008025,0.000706
0.114000,1.040018,1.044095,0.047021,0.004076,-1.770889,-1.770879,0.000120,0.000010,0.730615,0.726784,-0.044082,-0.003830,-1.770647,-1.770879,-0.002682,-0.000232,1.041331,1.044095,0.031809,0.002764,-1.771447,-1.770879,0.006494,0.000569,0.729536,0.726784,-0.031847,-0.002752,-1.771571,-1.770879,0.007865,0.000692
0.116000,1.040100,1.044095,0.046080,0.003995,-1.770888,-1.770879,0.000117,0.000010,0.730538,0.726784,-0.043201,-0.003754,-1.770651,-1.770879,-0.002629,-0.000227,1.041386,1.044095,0.031173,0.002709,-1.771436,-1.770879,0.006364,0.000557,0.729480,0.726784,-0.031210,-0.002696,-1.771557,-1.770879,0.007707,0.000679
0.118000,1.040180,1.044095,0.045159,0.003915,-1.770888,-1.770879,0.000115,0.000010,0.730463,0.726784,-0.042337,-0.003679,-1.770656,-1.770879,-0.002576,-0.000223,1.041440,1.044095,0.030549,0.002655,-1.771425,-1.770879,0.006236,0.000546,0.729426,0.726784,-0.030585,-0.002642,-1.771544,-1.770879,0.007553,0.000665
0.120000,1.040258,1.044095,0.044255,0.003837,-1.770888,-1.770879,0.000113,0.000009,0.730390,0.726784,-0.041490,-0.003606,-1.770660,-1.770879,-0.002525,-0.000218,1.041493,1.044095,0.029938,0.002602,-1.771414,-1.770879,0.006112,0.000536,0.729373,0.726784,-0.029974,-0.002589,-1.771531,-1.770879,0.007402,0.000652
0.122000,1.040334,1.044095,0.043370,0.003760,-1.770888,-1.770879,0.000110,0.000009,0.730318,0.726784,-0.040660,-0.003534,-1.770665,-1.770879,-0.002474,-0.000214,1.041545,1.044095,0.029339,0.002550,-1.771404,-1.770879,0.005989,0.000525,0.729321,0.726784,-0.029374,-0.002537,-1.771518,-1.770879,0.007254,0.000640
0.124000,1.040410,1.044095,0.042503,0.003685,-1.770888,-1.770879,0.000108,0.000009,0.730247,0.726784,-0.039847,-0.003463,-1.770669,-1.770879,-0.002425,-0.000210,1.041596,1.044095,0.028753,0.002499,-1.771393,-1.770879,0.005870,0.000515,0.729271,0.726784,-0.028787,-0.002486,-1.771506,-1.770879,0.007109,0.000627
0.126000,1.040483,1.044095,0.041653,0.003611,-1.770887,-1.770879,0.000106,0.000009,0.730178,0.726784,-0.039050,-0.003394,-1.770673,-1.770879,-0.002376,-0.000205,1.041646,1.044095,0.028177,0.002449,-1.771383,-1.770879,0.005752,0.000504,0.729221,0.726784,-0.028211,-0.002437,-1.771493,-1.770879,0.006967,0.000615
0.128000,1.040556,1.044095,0.040820,0.003539,-1.770887,-1.770879,0.000104,0.000009,0.730111,0.726784,-0.038269,-0.003327,-1.770677,-1.770879,-0.002329,-0.000201,1.041694,1.044095,0.027614,0.002400,-1.771373,-1.770879,0.005637,0.000494,0.729172,0.726784,-0.027646,-0.002388,-1.771481,-1.770879,0.006828,0.000603
0.130000,1.040626,1.044095,0.040003,0.003468,-1.770887,-1.770879,0.000102,0.000008,0.730044,0.726784,-0.037504,-0.003260,-1.770681,-1.770879,-0.002282,-0.000197,1.041742,1.044095,0.027062,0.002352,-1.771363,-1.770879,0.005524,0.000485,0.729124,0.726784,-0.027094,-0.002340,-1.771469,-1.770879,0.006691,0.000591
0.132000,1.040696,1.044095,0.039203,0.003399,-1.770887,-1.770879,0.000100,0.000008,0.729979,0.726784,-0.036753,-0.003195,-1.770685,-1.770879,-0.002236,-0.000193,1.041789,1.044095,0.026520,0.002305,-1.771354,-1.770879,0.005414,0.000475,0.729077,0.726784,-0.026552,-0.002293,-1.771458,-1.770879,0.006558,0.000579
0.134000,1.040764,1.044095,0.038419,0.003331,-1.770887,-1.770879,0.000098,0.000008,0.729916,0.726784,-0.036018,-0.003132,-1.770689,-1.770879,-0.002192,-0.000189,1.041835,1.044095,0.025990,0.002259,-1.771344,-1.770879,0.005305,0.000466,0.729031,0.726784,-0.026020,-0.002247,-1.771446,-1.770879,0.006426,0.000568
0.136000,1.040830,1.044095,0.037651,0.003264,-1.770887,-1.770879,0.000096,0.000008,0.729853,0.726784,-0.035298,-0.003069,-1.770693,-1.770879,-0.002148,-0.000186,1.041880,1.044095,0.025470,0.002214,-1.771335,-1.770879,0.005199,0.000456,0.728986,0.726784,-0.025500,-0.002202,-1.771435,-1.770879,0.006298,0.000557
0.138000,1.040895,1.044095,0.036898,0.003199,-1.770886,-1.770879,0.000094,0.000008,0.729792,0.726784,-0.034592,-0.003008,-1.770697,-1.770879,-0.002105,-0.000182,1.041924,1.044095,0.024961,0.002170,-1.771326,-1.770879,0.005095,0.000447,0.728942,0.726784,-0.024990,-0.002157,-1.771424,-1.770879,0.006172,0.000546
0.140000,1.040959,1.044095,0.036160,0.003135,-1.770886,-1.770879,0.000092,0.000008,0.729732,0.726784,-0.033900,-0.002948,-1.770700,-1.770879,-0.002063,-0.000178,1.041968,1.044095,0.024461,0.002127,-1.771317,-1.770879,0.004993,0.000439,0.728898,0.726784,-0.024490,-0.002114,-1.771414,-1.770879,0.006049,0.000535
0.142000,1.041022,1.044095,0.035437,0.003073,-1.770886,-1.770879,0.000090,0.000007,0.729673,0.726784,-0.033222,-0.002889,-1.770704,-1.770879,-0.002022,-0.000175,1.042010,1.044095,0.023972,0.002085,-1.771309,-1.770879,0.004893,0.000430,0.728856,0.726784,-0.024000,-0.002072,-1.771403,-1.770879,0.005928,0.000525
0.144000,1.041083,1.044095,0.034728,0.003011,-1.770886,-1.770879,0.000088,0.000007,0.729616,0.726784,-0.032558,-0.002832,-1.770707,-1.770879,-0.001981,-0.000171,1.042052,1.044095,0.023493,0.002043,-1.771300,-1.770879,0.004795,0.000421,0.728814,0.726784,-0.023520,-0.002030,-1.771393,-1.770879,0.005809,0.000514
0.146000,1.041144,1.044095,0.034033,0.002951,-1.770886,-1.770879,0.000087,0.000007,0.729559,0.726784,-0.031907,-0.002775,-1.770711,-1.770879,-0.001941,-0.000168,1.042092,1.044095,0.023023,0.002002,-1.771292,-1.770879,0.004699,0.000413,0.728773,0.726784,-0.023050,-0.001989,-1.771383,-1.770879,0.005693,0.000504
